field_1,kraftwerksnummer_bundesnetzagentur,unternehmen,kraftwerksname,plz_standort_kraftwerk,ort_standort_kraftwerk,stra_e_und_hausnummer_standort_kraftwerk,bundesland,blockname,aufnahme_der_kommerziellen_stromerzeugung_der_derzeit_in_betrie,kraftwerksstatus_in_betrieb_vorlaufig_stillgelegt_saisonale_k,energietrager,spezifizierung_mehrere_energietrager_und_sonstige_energietrag,spezifizierung_mehrere_energietrager___zusatz__ersatzbrennst,auswertungenergietrager_zuordnung_zu_einem_hauptenergietrage,vergutungsfahig_nach_eeg_ja_nein,warmeauskopplung_kwk_ja_nein,netto_nennleistung_elektrische_wirkleistung_in_mw,bezeichnung_verknupfungspunkt_schaltanlage_mit_dem_stromnetz,netz__oder_umspannebene_des_anschlusses_in_kv,name_stromnetzbetreiber,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,BNA1065,Eigentümergemeinschaft 4. Volkswind GmbH & Co. KG und Spradau Wind Betriebs GmbH & Co. KG,,27243,Winkelsett,,Niedersachsen,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,13.8,,HS,Avacon AG,0101000020E61000008CF337A1101121405036E50AEF6E4A40,1016,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1425,,,15320,Neuhardenberg,Oderbruchstraße,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,22.5258,,,E.DIS AG,0101000020E610000099D36531B1792C40630B410E4A4C4A40,1391,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1429,,,15320,Neuhardenberg,Oderbruchstraße,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,11.35372,,,E.DIS AG,0101000020E610000099D36531B1792C40630B410E4A4C4A40,1395,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1432,,,15320,Neuhardenberg,Oderbruchstraße,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,22.05024,,,E.DIS AG,0101000020E610000099D36531B1792C40630B410E4A4C4A40,1398,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1433,,,15320,Neuhardenberg,Oderbruchstraße,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,20.07132,,,E.DIS AG,0101000020E610000099D36531B1792C40630B410E4A4C4A40,1399,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1434,,,15320,Neuhardenberg,Oderbruchstraße,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,19.88064,,,E.DIS AG,0101000020E610000099D36531B1792C40630B410E4A4C4A40,1400,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1530e,Photovoltaikkraftwerk Bochow 5 GmbH & Co. KG,,14550,Groß Kreutz (Havel),,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,5.6,,,,,1520,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1556,Sachsenmilch Leppersdorf GmbH,,1454,Leppersdorf,An den Breiten,Sachsen,,2014,in Betrieb,Erdgas,Erdgas,Klärgas,Erdgas,Nein,Ja,35.5,"An den Breiten, 01454 Leppersdorf",110,ENSO Netz GmbH,0101000020E61000005E4BC8073DEB2B4024B4E55C8A934940,1549,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA0048,InvestInvent 16. Windpark GmbH & Co. KG,,63628,Bad Soden-Salmünster,,Hessen,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,18,,HS/MS,OsthessenNetz GmbH,0101000020E61000005DFE43FAEDBB22407A19C5724B234940,48,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1127,GHD Bayernwerk Natur GmbH & Co. KG,GHD,84130,Dingolfing,Landshuter Straße 56,Bayern,GT1,1998,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,6.7,-,20,Bayernwerk AG,0101000020E6100000B1F9B83654FC284035D252793B524840,1077,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA0435,,,16909,Heiligengrabe,,Brandenburg,,2002,in Betrieb,Biomasse,,,Biomasse,Ja,,19.7,,HS,E.DIS AG,0101000020E6100000D2FBC6D79EB9284058569A9482924A40,408,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA0224,,,16225,Eberswalde,,Brandenburg,,2006,in Betrieb,Biomasse,,,Biomasse,Ja,,20,,HS,E.DIS AG,0101000020E61000006B7D91D096A32B405E6397A8DE6A4A40,212,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1571,,"Bürgerwindpark Hollich Sellen, Bereich Hollich",48565,Steinfurt,,Nordrhein-Westfalen,,2015,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,18,,HS/ MS,Westnetz GmbH,0101000020E61000000D1AFA27B8581D4073D712F241134A40,1564,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1239,Donau-Wasserkraft AG,Bertoldsheim,86643,Rennertshofen,,Bayern,entfällt,1967,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,18.9,loco Kraftwerk,20,DB Energie GmbH,0101000020E610000048DC63E943172640F7CC920035614840,1182,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1611,,Windpark Hochfranken,95236,Markt Stammbach,,Bayern,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,14.1,,MS,Bayernwerk AG,,1604,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1170a,,Windpark Kemberg,6901,Kemberg ,,Sachsen-Anhalt,Kemberg,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,15,,,Mitteldeutsche Netzgesellschaft Strom mbH,,1116,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Niedersachsen,,,in Betrieb,Biomasse,,,Biomasse,Ja,,1139.55995,,,,,1659,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA1581,,BWP BB Wind,24994,,,Schleswig-Holstein,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,19.02,,HS/ MS,Schleswig-Holstein Netz AG,,1574,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Nordrhein-Westfalen,,,in Betrieb,Biomasse,,,Biomasse,Ja,,575.165491,,,,,1660,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen-Anhalt,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,15.609,,,,,1677,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA1652,,WP Sontra,36205,Sontra,,Hessen,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,12,,MS,EnergieNetz Mitte GmbH,0101000020E610000057957D5704DF2340E96514CB2D894940,1645,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1492a,Papierfabrik Adolf Jass Schwarza GmbH,Kraftwerk 3,36039,Fulda,Hermann-Muth-Str. 6,Hessen,,1990,in Betrieb,Erdgas,,,Erdgas,nein,Ja,26.2,4848 Fulda Hermann Muth Straße 6,20,OsthessenNetz GmbH,0101000020E610000099D36531B1592340E6E8F17B9B464940,1463,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1492b,Papierfabrik Adolf Jass Schwarza GmbH,Kraftwerk 2,36039,Fulda,Hermann-Muth-Str. 6,Hessen,,2012,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,8,4848 Fulda Hermann Muth Straße 6,20,OsthessenNetz GmbH,0101000020E610000099D36531B1592340E6E8F17B9B464940,1464,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1500,"Nordzucker AG, Werk Uelzen",Werk Uelzen,29525,Uelzen,An der Zuckerfabrik 1,Niedersachsen,,vor 1945 /letzte Änderung 1990,Sonderfall,Steinkohle,Steinkohle,"Erdgas, Biogas",Steinkohle,Nein,Ja,40,,20,Celle-Uelzen Netz GmbH,0101000020E6100000C8EA56CF491F2540EB8B84B69C7B4A40,1472,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1576,,Bürgerwindpark Schafflund GmbH & Co.KG,24980,Schafflund,,Schleswig-Holstein,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,16,,MS,Schleswig-Holstein Netz AG,0101000020E610000059C0046EDD5D22408369183E22624B40,1569,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1333a,Universität Stuttgart,HKW Pfaffenwald,70569,Stuttgart,Pfaffenwaldring 8,Baden-Württemberg,Anlage 40,1988,in Betrieb,Mehrere Energieträger,Erdgas H,Heizöl EL,Erdgas,Nein,Ja,12.2,UW Allmand T111/T113,10,Netze BW GmbH,0101000020E6100000D1798D5DA25A2240DC80CF0F23644840,1281,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1333b,Universität Stuttgart,HKW Pfaffenwald,70569,Stuttgart,Pfaffenwaldring 8,Baden-Württemberg,Block 50,1969,in Betrieb,Mehrere Energieträger,Erdgas H,Heizöl EL,Erdgas,Nein,Ja,11.3,UW Allmand T111/T113,10,Netze BW GmbH,0101000020E6100000D1798D5DA25A2240DC80CF0F23644840,1282,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA1444d,Prinovis Ltd. & Co. KG,GT4 ,90471,Nürnberg,Breslauer Str. 300,Bayern,,1995,in Betrieb,Erdgas,,,Erdgas,nein,ja,5.1,U7,20,N-ERGIE Netz GmbH,0101000020E61000008E75711B0D4026404C37894160B54840,1412,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1496,GDF SUEZ WP Portfolio 1 GmbH,Windpark Querstedt,39579,Querstedt,,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,14,,30,Avacon AG,0101000020E6100000CDCCCCCCCCCC2740787AA52C43444A40,1468,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,,EEG-Anlagen < 10 MW,,,,,Sachsen-Anhalt,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,25.44766,,,,,1704,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Schleswig-Holstein,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,3057.79369,,,,,1737,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen,,,in Betrieb,Biomasse,,,Biomasse,Ja,,242.38,,,,,1663,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Braunkohle,,,Braunkohle,Nein,,38.523,,,,,1741,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,11.684,,,,,1676,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bremen,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,2,,,,,1670,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Niedersachsen,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,17.496,,,,,1673,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Rheinland-Pfalz,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,9.237,,,,,1675,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen-Anhalt,,,in Betrieb,Biomasse,,,Biomasse,Ja,,246.6144,,,,,1664,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bayern,,,in Betrieb,Geothermie,,,Geothermie,Ja,,23.1345,,,,,1681,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Berlin,,,in Betrieb,Biomasse,,,Biomasse,Ja,,17.5275,,,,,1653,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Thüringen,,,in Betrieb,Biomasse,,,Biomasse,Ja,,160.0913,,,,,1666,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Brandenburg,,,in Betrieb,Biomasse,,,Biomasse,Ja,,274.3317,,,,,1654,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Schleswig-Holstein,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,4.18264,,,,,1705,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Rheinland-Pfalz,,,in Betrieb,Geothermie,,,Geothermie,Ja,,7.8,,,,,1683,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Baden-Württemberg,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,33.666,,,,,1667,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bayern,,,in Betrieb,Deponiegas,,,Deponiegas,Ja,,8.51612,,,,,1668,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bremen,,,in Betrieb,Biomasse,,,Biomasse,Ja,,3.5055,,,,,1655,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hamburg,,,in Betrieb,Biomasse,,,Biomasse,Ja,,29.5953,,,,,1656,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Nordrhein-Westfalen,,,in Betrieb,Grubengas,,,Grubengas,Ja,,170.887,,,,,1684,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Saarland,,,in Betrieb,Grubengas,,,Grubengas,Ja,,13.538,,,,,1685,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA1008,Stadtwerke München GmbH,Uppenborn 1,85368,Wang,,Bayern,1,1930,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,25,,110,SWM Infrastruktur GmbH,0101000020E6100000575BB1BFECDE27406B2BF697DD3B4840,963,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1013,VERBUND-Innkraftwerke GmbH,Wasserburg,83512,Wasserburg,Innwerkstr. 15,Bayern,,1938,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,24.1,UW Wasserburg,110,Bayernwerk AG,0101000020E610000058CA32C4B16E28401EA7E8482E074840,967,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1014,GENERALRENEWABLES GMBH & CO. KG,Windpark Dardesheim-Druiberg,38871,Wasserleben,,Sachsen-Anhalt,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,66.6,UW Wasserleben Wind,HS,HSN Magdeburg GmbH,0101000020E6100000E2E995B20C912540211FF46C56F54940,968,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA1019,Schluchseewerk Aktiengesellschaft,Wehr,79664,Wehr,Todtmooserstr. 150,Baden-Württemberg,Wehr,1975,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,910,Kühmoos,380,Amprion / Transnet BW,0101000020E61000009A99999999991F40454772F90FD14740,973,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,,EEG-Anlagen < 10 MW,,,,,Brandenburg,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,4.62064,,,,,1695,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hamburg,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,0.11,,,,,1696,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hessen,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,63.08932,,,,,1697,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Mecklenburg-Vorpommern,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,2.9525,,,,,1698,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Niedersachsen,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,46.91406,,,,,1699,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Nordrhein-Westfalen,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,128.72467,,,,,1700,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Rheinland-Pfalz,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,40.0698,,,,,1701,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Saarland,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,11.14435,,,,,1702,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Berlin,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,102.903105,,,,,1709,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Brandenburg,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,2040.916344,,,,,1710,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bremen,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,40.813409,,,,,1711,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hamburg,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,51.991956,,,,,1712,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hessen,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1788.234477,,,,,1713,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Mecklenburg-Vorpommern,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1234.831514,,,,,1714,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Niedersachsen,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,3502.143668,,,,,1715,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Nordrhein-Westfalen,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,4221.522649,,,,,1716,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Rheinland-Pfalz,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1848.900189,,,,,1717,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Saarland,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,419.617845,,,,,1718,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1379.007927,,,,,1719,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen-Anhalt,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1656.816001,,,,,1720,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Schleswig-Holstein,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1445.155927,,,,,1721,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Thüringen,,,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,1475.183157,,,,,1722,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Baden-Württemberg,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,513.7907,,,,,1723,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bayern,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,1049.336475,,,,,1724,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Berlin,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,6.6,,,,,1725,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Brandenburg,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,3185.62575,,,,,1726,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Bremen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,83.345,,,,,1727,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hamburg,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,40.076,,,,,1728,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Hessen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,820.17128,,,,,1729,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Mecklenburg-Vorpommern,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,2242.5081,,,,,1730,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Niedersachsen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,5156.01553,,,,,1731,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Nordrhein-Westfalen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,2910.7467,,,,,1732,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Rheinland-Pfalz,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,2013.00703,,,,,1733,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Saarland,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,214.7524,,,,,1734,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,726.08835,,,,,1735,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Sachsen-Anhalt,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,1810.19246,,,,,1736,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,EEG-Anlagen < 10 MW,,,,,Thüringen,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,564.8722,,,,,1738,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Abfall,,,Abfall,Nein,,67.346,,,,,1739,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Biomasse,,,Biomasse,Nein,,30.0215,,,,,1740,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Deponiegas,,,Deponiegas,Nein,,3.275,,,,,1742,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Erdgas,,,Erdgas,Nein,,2277.26885,,,,,1743,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Klärgas,,,Klärgas,Nein,,27.059,,,,,1744,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Laufwasser,,,Laufwasser,Nein,,217.0925,,,,,1745,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA0805,Daimler AG / UPM GmbH,Kraftwerk Plattling,94447,Plattling,,Bayern,,2010,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,97.9,"DE00722594447HRA00000000PLAE00014; DE00722594447HRV00000000PLAE00014; DE00722594447HRA00000000PLAE00015; DE00722594447HRV00000000PLAE00015",110,Bayernwerk AG,0101000020E61000001973D712F2C12940EC51B81E85634840,758,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
